"units","brand","flavor","grain","promo","ad","volume","price"
11,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.12,3.85
2,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.12,3.99
17,"KELLOGGS CORN FLAKES","REGULAR","CORN",1,"NONE",1.12,2.85
18,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.12,3.49
3,"KELLOGGS CORN FLAKES","REGULAR","CORN",1,"NONE",1.12,2.99
15,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.12,3.8
10,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"B",1.12,3.29
3,"KELLOGGS CORN FLAKES","REGULAR","CORN",1,"NONE",1.12,3.99
12,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.12,4.22
9,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.5,4.19
2,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"B",1.5,4.29
4,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.5,3.27
24,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.5,3.11
1,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.5,4.19
6,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.5,4.99
7,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.5,3.99
12,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.5,3.79
4,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.5,3.99
5,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.5,3.19
5,"KELLOGGS CORN FLAKES","REGULAR","CORN",0,"NONE",1.5,3.99
1,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.68,3.29
9,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.68,3.19
5,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.68,3.79
3,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.94,4.58
3,"KELLOGGS CORN POPS","REGULAR","CORN",1,"A",0.94,2.67
5,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.94,4.1
6,"KELLOGGS CORN POPS","REGULAR","CORN",0,"A",0.94,3.13
1,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.94,4.29
5,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.94,3.59
4,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.94,4.99
2,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.94,4.49
12,"KELLOGGS CORN POPS","REGULAR","CORN",1,"A",1.22,3.33
4,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.22,3.35
4,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.22,4.69
4,"KELLOGGS CORN POPS","REGULAR","CORN",1,"B",1.22,2.5
2,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.22,4.99
3,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",1.22,2.83
21,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",1.22,2.75
4,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.94,5.99
2,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.94,5.21
3,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.94,5.99
8,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.69,2.69
7,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",0.69,2.79
1,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",0.69,3.29
14,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.69,3.29
1,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.69,3.99
3,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.69,3.13
21,"KELLOGGS FROSTED MINI WHEATS","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT",1,"A",1.03,2.5
15,"KELLOGGS FROSTED MINI WHEATS","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT",0,"NONE",1.03,2.5
13,"KELLOGGS FROSTED MINI WHEATS","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT",1,"NONE",1.03,2.34
16,"KELLOGGS FROSTED MINI WHEATS","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT",0,"NONE",1.03,3.69
1,"KELLOGGS FROSTED MINI WHEATS","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT",0,"NONE",1.03,4.69
1,"KELLOGGS FROSTED MINI WHEATS","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT",1,"NONE",1.03,3
2,"KELLOGGS FROSTED MINI WHEATS","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT",0,"NONE",1.03,3.19
4,"KELLOGGS FROSTED MINI WHEATS","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT",0,"NONE",1.03,3.69
7,"KELLOGGS FROSTED MINI WHEATS","BROWN SUGAR MAPLE","WHOLE GRAIN WHEAT",0,"NONE",1.03,3.99
24,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1,2.5
7,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"NONE",1,3.68
2,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1,4.39
2,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"A",1,4.59
3,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1,3.83
4,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1,3.98
1,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.27,4.49
3,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"A",0.69,3.79
7,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"A",0.94,2.83
26,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.94,2.89
9,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.94,3.55
4,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.94,3.89
9,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"B",0.94,3
8,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"A",0.94,3.07
18,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.94,2.79
8,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",1.5,3
5,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.09,4.29
3,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.09,4.19
2,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.09,4.75
4,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.09,3.82
2,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.44,4.49
7,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.06,0.33
1,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.06,0.55
6,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.06,0.55
6,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.08,0.55
14,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.08,0.5
10,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,3.99
3,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,4.59
1,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,3.69
2,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,4.05
3,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,4.69
4,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",0,"NONE",0.95,3.99
9,"KELLOGGS SMART START","TOASTED","WHOLE GRAIN OAT",1,"B",0.95,3
2,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,4.45
2,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,4.69
3,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",0,"NONE",0.95,3.69
4,"KELLOGGS SMART START","BROWN SUGAR MAPLE","WHOLE GRAIN OAT",1,"NONE",0.95,3.5
27,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,4.19
9,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,4.77
7,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,3.28
3,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,4.99
1,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,5.15
4,"KELLOGGS RICE KRISPIES","TOASTED","RICE",1,"NONE",1.12,3.5
13,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,4.49
16,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",1.12,4.73
2,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.56,4.39
4,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.56,4.98
13,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.59
19,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.36
13,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.57
2,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"A",1.12,4.49
14,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.43
5,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"NONE",1.12,3.79
15,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"B",1.12,2.5
15,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.36
8,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,4.29
18,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.48
11,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.4
19,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.12,3.98
5,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"A",1.12,3.19
16,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,3.69
1,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,4.19
24,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,4.29
8,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,4.99
21,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",1,"NONE",1.5,2.39
8,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,4.18
6,"KELLOGGS FROSTED MINI WHEATS","REGULAR","WHOLE GRAIN WHEAT",0,"NONE",1.5,4.45
16,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3.09
1,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3.26
15,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3.89
11,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,2.99
3,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,4.99
1,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"A",0.88,3.19
7,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3.11
14,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,2.89
10,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.88,3.49
18,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,3.49
3,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"B",1.06,2.99
21,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,2.79
5,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,4.19
8,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"A",1.06,4.19
6,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,3.72
26,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,3.8
3,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,4.39
7,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.06,5.19
3,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,5.19
13,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,3.99
7,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.48
6,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.65
17,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,3.79
13,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.99
9,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.79
10,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"A",1.44,4.19
2,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,5.79
8,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.99
18,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,3.19
16,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.19
13,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"B",1.44,2.99
4,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.7
26,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.19
3,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,5.49
19,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,5.19
6,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,4.29
7,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",1.44,4.25
17,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.56,3.35
12,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.56,2.92
12,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.56,3.49
9,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.56,3.89
3,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.56,3.39
5,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"A",0.56,3.45
6,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.29
2,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,2.89
11,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.39
19,"KELLOGGS RICE KRISPIES","TOASTED","RICE",1,"A",0.75,2.41
1,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,4.79
6,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,4.29
27,"KELLOGGS RICE KRISPIES","TOASTED","RICE",1,"B",0.75,2.29
10,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.09
15,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.14
9,"KELLOGGS RICE KRISPIES","TOASTED","RICE",1,"NONE",0.75,3.01
8,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.99
21,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,2.49
5,"KELLOGGS RICE KRISPIES","TOASTED","RICE",0,"NONE",0.75,3.93
1,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.56,4.89
1,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.22,3.01
1,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",1.56,3.79
2,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.44,5.29
8,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",0.78,3.42
4,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.78,4.69
5,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",0.78,3.07
14,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.78,2.99
1,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.78,3.89
17,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",0.78,2.85
5,"KELLOGGS CORN POPS","REGULAR","CORN",1,"A",0.78,3.19
2,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.07,5.49
3,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.07,3.99
2,"KELLOGGS CORN POPS","REGULAR","CORN",1,"NONE",1.07,2.97
14,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.07,4.99
13,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.07,3.19
25,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",1.34,2.99
3,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.57,2.99
4,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.76,4.29
2,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"NONE",1.06,4.79
6,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.06,3.79
14,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.06,2.99
4,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.06,4.49
2,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.06,4.69
5,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.06,4.99
14,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"A",1.36,4.99
4,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.36,5.07
5,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.36,5.39
1,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.54,3.79
7,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.54,3.29
2,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.54,2.99
2,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.72,5.89
9,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",1.72,5.65
7,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.54,4.99
4,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.54,2.16
18,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",0.54,3.29
1,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.54,3.99
5,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.76,3.99
7,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.76,3.58
24,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",0.76,2.53
8,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",0.76,2.49
3,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"A",0.76,3.68
2,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.76,3.79
5,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.76,3.79
4,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.76,3.49
7,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.76,3.49
15,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",0.76,2.99
7,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.76,2.67
5,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.06,4.23
1,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",1.06,3.49
3,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.06,4.02
12,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",1,"NONE",1.06,3.19
6,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.06,3.89
8,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",1.06,3.87
3,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",1.36,4.99
7,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.09,0.99
7,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",1,"A",0.09,1
3,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.09,1.69
1,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.09,1.19
9,"KELLOGGS CORN POPS","REGULAR","CORN",0,"NONE",0.09,1.19
20,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",0.13,1
3,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.13,1.33
7,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.13,1
4,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.13,1.19
23,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",0,"NONE",0.13,1
17,"KELLOGGS FROSTED FLAKES","REGULAR","CORN",1,"NONE",0.13,1
5,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.79,3.99
2,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.79,4.19
1,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.79,3.69
2,"KELLOGGS FROOT LOOPS","FRUIT","MULTI GRAIN",0,"NONE",0.79,3.43
24,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.09,0.67
4,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.09,1
12,"KELLOGGS APPLE JACKS","APPLE CINNAMON","3 GRAIN",0,"NONE",0.09,1
22,"KELLOGGS RICE KRISPIES","TOASTED","RICE",1,"NONE",0.08,1
13,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.19
5,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.19
15,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",1,"NONE",0.91,2
6,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,4.19
3,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,2.99
15,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.24
19,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,2.17
20,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.05
6,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,4.29
2,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.79
24,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,2.79
3,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,2.84
16,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",1,"NONE",0.91,3.5
5,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,2.99
3,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",1,"NONE",0.91,2.99
25,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",1,"NONE",0.91,2.69
23,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",1,"A",0.91,4.25
13,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",1,"B",0.91,3
15,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,3.79
18,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,2.64
25,"POST HONEY BUNCHES OF OATS","HONEY ROASTED","CORN WHEAT & OAT",0,"NONE",0.91,2.99
10,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,2.99
3,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,2.77
21,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,2.99
21,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,3.29
8,"POST HONEY BUNCHES OF OATS","HONEY ALMOND","WHOLE GRAIN OAT",0,"NONE",0.91,3.48
